first_name,last_name,position
Richard,Gephardt,Representative
Jim,Gibbons,Representative
Wayne,Gilchrest,Representative
Paul,Gillmor,Representative
Benjamin,Gilman,Representative
Newt,Gingrich,Representative
John,Glenn,Senator
Henry,Gonzalez,Representative
Virgil,Goode,Representative
William,Goodling,Representative
Carte,Goodwin,Senator
Bart,Gordon,Representative
Slade,Gorton,Senator
Porter,Goss,Representative
Bob,Graham,Senator
Phil,Gramm,Senator
Rod,Grams,Senator
Mark,Green,Representative
James,Greenwood,Representative
Judd,Gregg,Senator
Parker,Griffith,Representative
Felix,Grucci,Representative
Gil,Gutknecht,Representative
Chuck,Hagel,Senator
John,Hall,Representative
Tony,Hall,Representative
Deborah,Halvorson,Representative
Lee,Hamilton,Representative
James,Hansen,Representative
Phil,Hare,Representative
Katherine,Harris,Representative
Melissa,Hart,Representative
J.,Hastert,Representative
Robin,Hayes,Representative
J.,Hayworth,Representative
Joel,Hefley,Representative
W.,Hefner,Representative
Jesse,Helms,Senator
Stephanie,Herseth,Representative
Baron,Hill,Representative
Rick,Hill,Representative
Van,Hilleary,Representative
Earl,Hilliard,Representative
David,Hobson,Representative
Paul,Hodes,Representative
Joseph,Hoeffel,Representative
Peter,Hoekstra,Representative
Ernest,Hollings,Senator
Darlene,Hooley,Representative
Stephen,Horn,Representative
John,Hostettler,Representative
Amo,Houghton,Representative
Kenny,Hulshof,Representative
Duncan,Hunter,Representative
Asa,Hutchinson,Representative
Tim,Hutchinson,Senator
Henry,Hyde,Representative
Bob,Inglis,Representative
Ernest,Istook,Representative
William,Janklow,Representative
William,Jefferson,Representative
James,Jeffords,Senator
William,Jenkins,Representative
Bobby,Jindal,Representative
Christopher,John,Representative
Jay,Johnson,Representative
Nancy,Johnson,Representative
Stephanie,Jones,Representative
Steve,Kagen,Representative
Paul,Kanjorski,Representative
John,Kasich,Representative
Edward,Kaufman,Senator
Ric,Keller,Representative
Sue,Kelly,Representative
Dirk,Kempthorne,Senator
Edward,Kennedy,Senator
Joseph,Kennedy,Representative
Mark,Kennedy,Representative
Patrick,Kennedy,Representative
Barbara,Kennelly,Representative
Brian,Kerns,Representative
J.,Kerrey,Senator
Carolyn,Kilpatrick,Representative
Mary,Kilroy,Representative
Jay,Kim,Representative
Paul,Kirk,Senator
Gerald,Kleczka,Representative
Ron,Klein,Representative
Ron,Klink,Representative
Scott,Klug,Representative
Joe,Knollenberg,Representative
Jim,Kolbe,Representative
Suzanne,Kosmas,Representative
Frank,Kratovil,Representative
John,Kuhl,Representative
Steven,Kuykendall,Representative
John,LaFalce,Representative
Ray,LaHood,Representative
Nick,Lampson,Representative
Tom,Lantos,Representative
Steve,Largent,Representative
Rick,Lazio,Representative
James,Leach,Representative
George,LeMieux,Senator
Ron,Lewis,Representative
Blanche,Lincoln,Senator
John,Linder,Representative
William,Lipinski,Representative
Bob,Livingston,Representative
Trent,Lott,Senator
Ken,Lucas,Representative
Bill,Luther,Representative
Connie,Mack,Senator
Tim,Mahoney,Representative
Denise,Majette,Representative
James,Maloney,Representative
Thomas,Manton,Representative
Betsy,Markey,Representative
Jim,Marshall,Representative
Matthew,Martinez,Representative
Mel,Martinez,Senator
Frank,Mascara,Representative
Eric,Massa,Representative
Robert,Matsui,Representative
Karen,McCarthy,Representative
Bill,McCollum,Representative
Jim,McCrery,Representative
Joseph,McDade,Representative
Paul,McHale,Representative
John,McHugh,Representative
Scott,McInnis,Representative
David,McIntosh,Representative
Cynthia,McKinney,Representative
Michael,McMahon,Representative
Michael,McNulty,Representative
Martin,Meehan,Representative
Carrie,Meek,Representative
Kendrick,Meek,Representative
Charlie,Melancon,Representative
Jack,Metcalf,Representative
Juanita,Millender-McDonald,Representative
Dan,Miller,Representative
Zell,Miller,Senator
David,Minge,Representative
Patsy,Mink,Representative
Walter,Minnick,Representative
Harry,Mitchell,Representative
John,Moakley,Representative
Susan,Molinari,Representative
Alan,Mollohan,Representative
Dennis,Moore,Representative
Constance,Morella,Representative
Carol,Moseley-Braun,Senator
Daniel,Moynihan,Senator
Frank,Murkowski,Senator
Patrick,Murphy,Representative
Scott,Murphy,Representative
John,Murtha,Representative
Marilyn,Musgrave,Representative
George,Nethercutt,Representative
Mark,Neumann,Representative
Robert,Ney,Representative
Don,Nickles,Senator
Anne,Northup,Representative
Charles,Norwood,Representative
Jim,Nussle,Representative
Glenn,Nye,Representative
Barack,Obama,Senator
James,Oberstar,Representative
David,Obey,Representative
Solomon,Ortiz,Representative
Tom,Osborne,Representative
Doug,Ose,Representative
C.,Otter,Representative
Major,Owens,Representative
Michael,Oxley,Representative
Ron,Packard,Representative
Michael,Pappas,Representative
Mike,Parker,Representative
Bill,Paxon,Representative
Edward,Pease,Representative
Thomas,Perriello,Representative
John,Peterson,Representative
David,Phelps,Representative
Charles,Pickering,Representative
Owen,Pickett,Representative
Richard,Pombo,Representative
Earl,Pomeroy,Representative
John,Porter,Representative
Jon,Porter,Representative
Glenn,Poshard,Representative
Deborah,Pryce,Representative
Adam,Putnam,Representative
Jack,Quinn,Representative
George,Radanovich,Representative
Jim,Ramstad,Representative
Bill,Redmond,Representative
Ralph,Regula,Representative
Rick,Renzi,Representative
Thomas,Reynolds,Representative
Bill,Richardson,Representative
Frank,Riggs,Representative
Bob,Riley,Representative
Lynn,Rivers,Representative
Charles,Robb,Senator
Ciro,Rodriguez,Representative
Tim,Roemer,Representative
James,Rogan,Representative
Carlos,Romero-Barcelo,Representative
William,Roth,Senator
Marge,Roukema,Representative
Jim,Ryun,Representative
Martin,Sabo,Representative
John,Salazar,Representative
Ken,Salazar,Senator
Bill,Sali,Representative
Max,Sandlin,Representative
Rick,Santorum,Senator
Paul,Sarbanes,Senator
Tom,Sawyer,Representative
Jim,Saxton,Representative
Joe,Scarborough,Representative
Dan,Schaefer,Representative
Bob,Schaffer,Representative
Mark,Schauer,Representative
Steven,Schiff,Representative
Edward,Schrock,Representative
John,Schwarz,Representative
Shelley,Sekula,Representative
Joe,Sestak,Representative
John,Shadegg,Representative
E.,Shaw,Representative
Christopher,Shays,Representative
Don,Sherwood,Representative
Ronnie,Shows,Representative
Bud,Shuster,Representative
Rob,Simmons,Representative
Norman,Sisisky,Representative
David,Skaggs,Representative
Joe,Skeen,Representative
Ike,Skelton,Representative
Bob,Smith,Senator
Gordon,Smith,Senator
Linda,Smith,Representative
Nick,Smith,Representative
Robert,Smith,Representative
Vince,Snowbarger,Representative
Vic,Snyder,Representative
Michael,Sodrel,Representative
Hilda,Solis,Representative
Gerald,Solomon,Representative
Mark,Souder,Representative
Zachary,Space,Representative
Arlen,Specter,Senator
Floyd,Spence,Representative
John,Spratt,Representative
Charles,Stenholm,Representative
Ted,Stevens,Senator
Louis,Stokes,Representative
Ted,Strickland,Representative
Bob,Stump,Representative
Bart,Stupak,Representative
John,Sununu,Senator
John,Sweeney,Representative
Jim,Talent,Senator
Thomas,Tancredo,Representative
John,Tanner,Representative
Ellen,Tauscher,Representative
W.,Tauzin,Representative
Charles,Taylor,Representative
Gene,Taylor,Representative
Harry,Teague,Representative
Frank,Tejeda,Representative
Craig,Thomas,Senator
William,Thomas,Representative
Fred,Thompson,Senator
Karen,Thurman,Representative
Strom,Thurmond,Senator
Todd,Tiahrt,Representative
Estaban,Torres,Representative
Robert,Torricelli,Senator
James,Traficant,Representative
Jim,Turner,Representative
Robert,Underwood,Representative
Bruce,Vento,Representative
George,Voinovich,Senator
James,Walsh,Representative
Zach,Wamp,Representative
John,Warner,Senator
Wes,Watkins,Representative
Diane,Watson,Representative
J.,Watts,Representative
Curt,Weldon,Representative
Dave,Weldon,Representative
Jerry,Weller,Representative
Paul,Wellstone,Senator
Robert,Wexler,Representative
Robert,Weygand,Representative
Rick,White,Representative
Charles,Wilson,Representative
Heather,Wilson,Representative
Robert,Wise,Representative
Albert,Wynn,Representative
Sidney,Yates,Representative
James,Abdnor,Senator
Brock,Adams,Senator
Joseph,Addabbo,Representative
Donald,Albosta,Representative
Bill,Alexander,Representative
Glenn,Anderson,Representative
Ike,Andrews,Representative
Mark,Andrews,Senator
Michael,Andrews,Representative
Thomas,Andrews,Representative
Frank,Annunzio,Representative
Beryl,Anthony,Representative
Douglas,Applegate,Representative
William,Armstrong,Senator
Les,Aspin,Representative
Chester,Atkins,Representative
Les,AuCoin,Representative
Jim,Bacchus,Representative
Robert,Badham,Representative
Bill,Baker,Representative
Howard,Baker,Senator
Peter,Barca,Representative
Tom,Barlow,Representative
Doug,Barnard,Representative
Michael,Barnes,Representative
Steve,Bartlett,Representative
Jim,Bates,Representative
Berkley,Bedell,Representative
Anthony,Beilenson,Representative
Charles,Bennett,Representative
Helen,Bentley,Representative
Lloyd,Bentsen,Senator
Ed,Bethune,Representative
Tom,Bevill,Representative
Mario,Biaggi,Representative
James,Bilbray,Representative
Lucien,Blackwell,Representative
Ben,Blaz,Representative
Peter,Blute,Representative
Corinne,Boggs,Representative
Edward,Boland,Representative
William,Boner,Representative
Don,Bonker,Representative
David,Boren,Senator
Rudy,Boschwitz,Senator
Douglas,Bosco,Representative
Beau,Boulter,Representative
Bill,Bradley,Senator
Joseph,Brennan,Representative
Bill,Brewster,Representative
Robin,Britt,Representative
Jack,Brooks,Representative
William,Broomfield,Representative
Glen,Browder,Representative
Hank,Brown,Senator
James,Broyhill,Senator
Terry,Bruce,Representative
John,Bryant,Representative
Jack,Buechner,Representative
Jim,Bunn,Representative
Joycelyn,Burdick,Senator
Quentin,Burdick,Senator
Phillip,Burton,Representative
Sala,Burton,Representative
Albert,Bustamante,Representative
Leslie,Byrne,Representative
Beverly,Byron,Representative
Carroll,Campbell,Representative
William,Carney,Representative
Bob,Carr,Representative
Rod,Chandler,Representative
Jim,Chapman,Representative
Bill,Chappell,Representative
Eugene,Chappie,Representative
Dick,Cheney,Representative
Lawton,Chiles,Senator
Dick,Chrysler,Representative
James,Clarke,Representative
William,Clinger,Representative
William,Cobey,Representative
Anthony,Coelho,Representative
William,Cohen,Senator
E.,Coleman,Representative
Ronald,Coleman,Representative
Barbara-Rose,Collins,Representative
Cardiss,Collins,Representative
Antonio,Colordao,Representative
Barber,Conable,Representative
Silvio,Conte,Representative
Wes,Cooley,Representative
Sam,Coppersmith,Representative
Tom,Corcoran,Representative
Baltasar,Corrada,Representative
Lawrence,Coughlin,Representative
Jim,Courter,Representative
John,Cox,Representative
Daniel,Crane,Representative
Alan,Cranston,Senator
Frank,Cremeans,Representative
George,Crockett,Representative
Norman,D'Amours,Representative
John,Danforth,Senator
W.,Daniel,Representative
William,Dannemeyer,Representative
George,Darden,Representative
Hal,Daub,Representative
Jack,Davis,Representative
Robert,Davis,Representative
E.,de,Representative
Ron,de,Representative
Dennis,DeConcini,Senator
Jeremiah,Denton,Senator
Butler,Derrick,Representative
William,Dickinson,Representative
Joseph,DioGuardi,Representative
Alan,Dixon,Senator
Robert,Dole,Senator
Brian,Donnelly,Representative
Robert,Dornan,Representative
Chuck,Douglas,Representative
Wayne,Dowdy,Representative
Thomas,Downey,Representative
John,Duncan,Representative
Dave,Durenberger,Senator
Bernard,Dwyer,Representative
Mervyn,Dymally,Representative
Roy,Dyson,Representative
Thomas,Eagleton,Senator
Joseph,Early,Representative
John,East,Senator
Dennis,Eckart,Representative
Fred,Eckert,Representative
Robert,Edgar,Representative
Don,Edwards,Representative
Jack,Edwards,Representative
Mickey,Edwards,Representative
Bill,Emerson,Representative
Glenn,English,Representative
Karan,English,Representative
Ben,Erdreich,Representative
John,Erlenborn,Representative
Mike,Espy,Representative
Cooper,Evans,Representative
Daniel,Evans,Senator
J.,Exon,Senator
Dante,Fascell,Representative
Walter,Fauntroy,Representative
Edward,Feighan,Representative
Geraldine,Ferraro,Representative
Bobbi,Fiedler,Representative
Cleo,Fields,Representative
Jack,Fields,Representative
Eric,Fingerhut,Representative
Hamilton,Fish,Representative
Michael,Flanagan,Representative
Ronnie,Flippo,Representative
James,Florio,Representative
Thomas,Foley,Representative
Harold,Ford,Representative
William,Ford,Representative
Edwin,Forsythe,Representative
Wyche,Fowler,Senator
Sheila,Frahm,Senator
William,Franklin,Representative
Gary,Franks,Representative
Victor,Frazer,Representative
Bill,Frenzel,Representative
Dan,Frisa,Representative
David,Funderburk,Representative
Don,Fuqua,Representative
Jamie,Fuster,Representative
Dean,Gallo,Representative
Robert,Garcia,Representative
E.,Garn,Senator
Joseph,Gaydos,Representative
Pete,Geren,Representative
Sam,Gibbons,Representative
Dan,Glickman,Representative
Barry,Goldwater,Senator
Albert,Gore,Senator
Willis,Gradison,Representative
Fred,Grandy,Representative
Bill,Grant,Representative
Kenneth,Gray,Representative
William,Gray,Representative
S.,Green,Representative
John,Grotberg,Representative
Frank,Guarini,Representative
Steve,Gunderson,Representative
Katie,Hall,Representative
Sam,Hall,Representative
Dan,Hamburg,Representative
John,Hammerschmidt,Representative
Kent,Hance,Representative
Mel,Hancock,Representative
George,Hansen,Representative
Claude,Harris,Representative
Frank,Harrison,Representative
Gary,Hart,Senator
Thomas,Hartnett,Representative
Charles,Hatcher,Representative
Mark,Hatfield,Senator
Augustus,Hawkins,Representative
Paula,Hawkins,Senator
Charles,Hayes,Representative
James,Hayes,Representative
Chic,Hecht,Senator
Howell,Heflin,Senator
Cecil,Heftel,Representative
Frederick,Heineman,Representative
John,Heinz,Senator
Bill,Hendon,Representative
Paul,Henry,Representative
Dennis,Hertel,Representative
Jack,Hightower,Representative
John,Hiler,Representative
Elwood,Hillis,Representative
Peter,Hoagland,Representative
George,Hochbrueckner,Representative
Martin,Hoke,Representative
Clyde,Holloway,Representative
Marjorie,Holt,Representative
Larry,Hopkins,Representative
Joan,Horn,Representative
Frank,Horton,Representative
James,Howard,Representative
Carroll,Hubbard,Representative
Thomas,Huckaby,Representative
Walter,Huddleston,Senator
Michael,Huffington,Representative
William,Hughes,Representative
Gordon,Humphrey,Senator
Earl,Hutto,Representative
Andrew,Ireland,Representative
Henry,Jackson,Senator
Andrew,Jacobs,Representative
Craig,James,Representative
Edgar,Jenkins,Representative
Roger,Jepsen,Senator
Don,Johnson,Representative
Harry,Johnston,Representative
J.,Johnston,Senator
Ben,Jones,Representative
Ed,Jones,Representative
James,Jones,Representative
Walter,Jones,Representative
Jim,Jontz,Representative
David,Karnes,Senator
Nancy,Kassebaum,Senator
Robert,Kasten,Senator
Robert,Kastenmeier,Representative
Abraham,Kazen,Representative
Jack,Kemp,Representative
Thomas,Kindness,Representative
Herbert,Klein,Representative
Ray,Kogovsek,Representative
Joseph,Kolter,Representative
Ernest,Konnyu,Representative
Mike,Kopetski,Representative
Peter,Kostmayer,Representative
Ken,Kramer,Representative
Mike,Kreidler,Representative
Robert,Krueger,Senator
Robert,Lagomarsino,Representative
H.,Lancaster,Representative
Larry,LaRocco,Representative
Delbert,Latta,Representative
Greg,Laughlin,Representative
Paul,Laxalt,Senator
Marvin,Leath,Representative
Richard,Lehman,Representative
William,Lehman,Representative
Mickey,Leland,Representative
Norman,Lent,Representative
Mel,Levine,Representative
Elliott,Levitas,Representative
David,Levy,Representative
Thomas,Lewis,Representative
Jim,Lightfoot,Representative
Marilyn,Lloyd,Representative
Tom,Loeffler,Representative
Cathy,Long,Representative
Clarence,Long,Representative
Gillis,Long,Representative
Jill,Long,Representative
Russell,Long,Senator
James,Longley,Representative
Bill,Lowery,Representative
Mike,Lowry,Representative
Manuel,Lujan,Representative
Charles,Luken,Representative
Thomas,Luken,Representative
Donald,Lukens,Representative
Stanley,Lundine,Representative
Ronald,Machtley,Representative
Buddy,MacKay,Representative
Edward,Madigan,Representative
David,Mann,Representative
Marjorie,Margolies-Mezvinsky,Representative
Ron,Marlenee,Representative
David,Marriott,Representative
David,Martin,Representative
James,Martin,Representative
Lynn,Martin,Representative
William,Martini,Representative
Harlan,Mathews,Senator
Charles,Mathias,Senator
Spark,Matsunaga,Senator
Mack,Mattingly,Senator
Nicholas,Mavroules,Representative
Romano,Mazzoli,Representative
Alfred,McCandless,Representative
Frank,McCloskey,Representative
James,McClure,Senator
Dave,McCurdy,Representative
Lawrence,McDonald,Representative
Bob,McEwen,Representative
Raymond,McGrath,Representative
Matthew,McHugh,Representative
John,McKernan,Representative
Stewart,McKinney,Representative
J.,McMillan,Representative
Thomas,McMillen,Representative
James,McNulty,Representative
John,Melcher,Senator
Howard,Metzenbaum,Senator
Jan,Meyers,Representative
Kweisi,Mfume,Representative
Daniel,Mica,Representative
Robert,Michel,Representative
Clarence,Miller,Representative
John,Miller,Representative
Norman,Mineta,Representative
Joseph,Minish,Representative
George,Mitchell,Senator
Parren,Mitchell,Representative
Guy,Molinari,Representative
David,Monson,Representative
G.,Montgomery,Representative
Jim,Moody,Representative
W.,Moore,Representative
Carlos,Moorhead,Representative
Bruce,Morrison,Representative
Sid,Morrison,Representative
Robert,Mrazek,Representative
Austin,Murphy,Representative
John,Myers,Representative
Dave,Nagle,Representative
William,Natcher,Representative
Stephen,Neal,Representative
Bill,Nichols,Representative
Dick,Nichols,Representative
Howard,Nielson,Representative
Henry,Nowak,Representative
Sam,Nunn,Senator
George,O'Brien,Representative
Thomas,O'Neill,Representative
Mary,Oakar,Representative
James,Olin,Representative
Bill,Orton,Representative
Richard,Ottinger,Representative
Wayne,Owens,Representative
Bob,Packwood,Senator
Leon,Panetta,Representative
Stanford,Parris,Representative
Charles,Pashayan,Representative
William,Patman,Representative
Elizabeth,Patterson,Representative
Jerry,Patterson,Representative
Lewis,Payne,Representative
Donald,Pease,Representative
Claiborne,Pell,Senator
Timothy,Penny,Representative
Claude,Pepper,Representative
Charles,Percy,Senator
Carl,Perkins,Representative
Carl,Perkins,Representative
Douglas,Peterson,Representative
J.,Pickle,Representative
Larry,Pressler,Senator
Melvin,Price,Representative
Joel,Pritchard,Representative
William,Proxmire,Senator
David,Pryor,Senator
Carl,Pursell,Representative
Dan,Quayle,Senator
James,Quillen,Representative
Jennings,Randolph,Senator
William,Ratchford,Representative
Arthur,Ravenel,Representative
Richard,Ray,Representative
Mel,Reynolds,Representative
John,Rhodes,Representative
Thomas,Ridge,Representative
Donald,Riegle,Senator
Matthew,Rinaldo,Representative
Don,Ritter,Representative
J.,Robinson,Representative
Tommy,Robinson,Representative
Peter,Rodino,Representative
Robert,Roe,Representative
Buddy,Roemer,Representative
Charlie,Rose,Representative
Dan,Rostenkowski,Representative
Toby,Roth,Representative
J.,Rowland,Representative
John,Rowland,Representative
Edward,Roybal,Representative
Eldon,Rudd,Representative
Warren,Rudman,Senator
Martin,Russo,Representative
Patricia,Saiki,Representative
Terry,Sanford,Senator
George,Sangmeister,Representative
Bill,Sarpalius,Representative
Jim,Sasser,Senator
Gus,Savage,Representative
Harold,Sawyer,Representative
Lynn,Schenk,Representative
James,Scheuer,Representative
Claudine,Schneider,Representative
Patricia,Schroeder,Representative
Bill,Schuette,Representative
Richard,Schulze,Representative
Andrea,Seastrand,Representative
John,Seiberling,Representative
John,Seymour,Senator
James,Shannon,Representative
Philip,Sharp,Representative
Karen,Shepherd,Representative
Norman,Shumway,Representative
Gerry,Sikorski,Representative
Mark,Siljander,Representative
Paul,Simon,Senator
Alan,Simpson,Senator
Jim,Slattery,Representative
D.,Slaughter,Representative
Denny,Smith,Representative
Larkin,Smith,Representative
Lawrence,Smith,Representative
Neal,Smith,Representative
Peter,Smith,Representative
Virginia,Smith,Representative
M.,Snyder,Representative
Stephen,Solarz,Representative
Fernand,St,Representative
Robert,Stafford,Senator
Harley,Staggers,Representative
Richard,Stallings,Representative
Arlan,Stangeland,Representative
John,Stennis,Senator
Michael,Strang,Representative
Samuel,Stratton,Representative
Gerry,Studds,Representative
Don,Sundquist,Representative
Foto,Sunia,Representative
David,Sweeney,Representative
Dick,Swett,Representative
Al,Swift,Representative
Patrick,Swindall,Representative
Steven,Symms,Senator
Mike,Synar,Representative
Robert,Tallon,Representative
Randy,Tate,Representative
Thomas,Tauke,Representative
G.,Taylor,Representative
Lindsay,Thomas,Representative
Ray,Thornton,Representative
Peter,Torkildsen,Representative
John,Tower,Senator
Bob,Traxler,Representative
Paul,Trible,Senator
Paul,Tsongas,Senator
Walter,Tucker,Representative
Morris,Udall,Representative
Jolene,Unsoeld,Representative
Tim,Valentine,Representative
Guy,Vander,Representative
Tommy,Vandergriff,Representative
Harold,Volkmer,Representative
Barbara,Vucanovich,Representative
Enid,Waldholtz,Representative
Alton,Waldon,Representative
Doug,Walgren,Representative
Robert,Walker,Representative
Malcolm,Wallop,Senator
Mike,Ward,Representative
Craig,Washington,Representative
Harold,Washington,Representative
James,Weaver,Representative
Vin,Weber,Representative
Lowell,Weicker,Senator
Ted,Weiss,Representative
Alan,Wheat,Representative
G.,Whitehurst,Representative
Charles,Whitley,Representative
Bob,Whittaker,Representative
Jamie,Whitten,Representative
Lyle,Williams,Representative
Pat,Williams,Representative
Charles,Wilson,Representative
Pete,Wilson,Senator
Larry,Winn,Representative
Timothy,Wirth,Senator
Harris,Wofford,Senator
Howard,Wolpe,Representative
Antonio,Won,Representative
George,Wortley,Representative
James,Wright,Representative
Chalmers,Wylie,Representative
Gus,Yatron,Representative
Robert,Young,Representative
Clement,Zablocki,Representative
William,Zeliff,Representative
Dick,Zimmer,Representative
Edward,Zorinsky,Senator
Edwin,Zschau,Representative
James,Abourezk,Senator
Bella,Abzug,Representative
George,Aiken,Senator
Carl,Albert,Representative
Clifford,Allen,Representative
James,Allen,Senator
Maryon,Allen,Senator
Jerome,Ambro,Representative
Joseph,Ammerman,Representative
John,Anderson,Representative
Wendell,Anderson,Senator
Leslie,Arends,Representative
Jean,Ashbrook,Representative
John,Ashbrook,Representative
Thomas,Ashley,Representative
Eugene,Atkinson,Representative
Herman,Badillo,Representative
L.,Bafalis,Representative
Donald,Bailey,Representative
Wendell,Bailey,Representative
LaMar,Baker,Representative
Alvin,Baldus,Representative
William,Barrett,Representative
Dewey,Bartlett,Senator
Robert,Bauman,Representative
Birch,Bayh,Senator
J.,Beall,Senator
Edward,Beard,Representative
Robin,Beard,Representative
Alphonzo,Bell,Representative
Henry,Bellmon,Senator
Cleve,Benedict,Representative
Jamie,Benitez,Representative
Adam,Benjamin,Representative
Wallace,Bennett,Senator
Bob,Bergland,Representative
Alan,Bible,Senator
Edward,Biester,Representative
Jonathan,Bingham,Representative
Ben,Blackburn,Representative
James,Blanchard,Representative
John,Blatnik,Representative
Michael,Blouin,Representative
Richard,Bolling,Representative
David,Bowen,Representative
John,Brademas,Representative
Nicholas,Brady,Senator
Frank,Brasco,Representative
William,Bray,Representative
John,Breckinridge,Representative
Jack,Brinkley,Representative
Bill,Brock,Senator
William,Brodhead,Representative
Edward,Brooke,Senator
Donald,Brotzman,Representative
Clarence,Brown,Representative
Garry,Brown,Representative
Joel,Broyhill,Representative
John,Buchanan,Representative
James,Buckley,Senator
Clair,Burgener,Representative
J.,Burke,Representative
James,Burke,Representative
Yvonne,Burke,Representative
Omar,Burleson,Representative
Bill,Burlison,Representative
John,Burton,Representative
M.,Butler,Representative
Harry,Byrd,Senator
Goodloe,Byron,Representative
John,Camp,Representative
Howard,Cannon,Senator
Bruce,Caputo,Representative
Hugh,Carey,Representative
Gregory,Carman,Representative
Charles,Carney,Representative
Tim,Carter,Representative
Clifford,Case,Senator
Bob,Casey,Representative
John,Cavanaugh,Representative
Elford,Cederberg,Representative
Charles,Chamberlain,Representative
Shirley,Chisholm,Representative
Frank,Church,Senator
Donald,Clancy,Representative
Dick,Clark,Senator
Frank,Clark,Representative
Don,Clausen,Representative
Del,Clawson,Representative
James,Cleveland,Representative
Harold,Collier,Representative
James,Collins,Representative
John,Conlan,Representative
Marlow,Cook,Senator
James,Corman,Representative
Robert,Cornell,Representative
David,Cornwell,Representative
William,Cotter,Representative
Norris,Cotton,Senator
James,Coyne,Representative
Paul,Cronin,Representative
John,Culver,Senator
John,Cunningham,Representative
Carl,Curtis,Senator
Robert,Daniel,Representative
Dominick,Daniels,Representative
George,Danielson,Representative
Glenn,Davis,Representative
John,Davis,Representative
Mendel,Davis,Representative
Joel,Deckard,Representative
James,Delaney,Representative
John,Dellenback,Representative
Lawrence,DeNardis,Representative
Frank,Denholm,Representative
David,Dennis,Representative
John,Dent,Representative
Edward,Derwinski,Representative
Samuel,Devine,Representative
Charles,Diggs,Representative
Peter,Dominick,Senator
Harold,Donohue,Representative
William,Dorn,Representative
Charles,Dougherty,Representative
Thomas,Downing,Representative
Robert,Drinan,Representative
Pierre,du,Representative
Thaddeus,Dulski,Representative
Robert,Duncan,Representative
Jim,Dunn,Representative
John,Durkin,Senator
James,Eastland,Senator
Bob,Eckhardt,Representative
Joshua,Eilberg,Representative
David,Emery,Representative
Arlen,Erdahl,Representative
Allen,Ertel,Representative
Sam,Ervin,Senator
Marvin,Esch,Representative
Edwin,Eshleman,Representative
Billy,Evans,Representative
David,Evans,Representative
Frank,Evans,Representative
Melvin,Evans,Representative
Thomas,Evans,Representative
Joe,Evins,Representative
Paul,Fannin,Senator
John,Fary,Representative
Millicent,Fenwick,Representative
Paul,Findley,Representative
Joesph,Fisher,Representative
O.,Fisher,Representative
Floyd,Fithian,Representative
Daniel,Flood,Representative
Walter,Flowers,Representative
John,Flynt,Representative
Hiram,Fong,Senator
Gerald,Ford,Representative
L.,Fountain,Representative
Donald,Fraser,Representative
Peter,Frelinghuysen,Representative
Lou,Frey,Representative
Harold,Froehlich,Representative
James,Fulbright,Senator
Richard,Fulton,Representative
Robert,Gammage,Representative
Tom,Gettys,Representative
Robert,Giaimo,Representative
Bo,Ginn,Representative
Barry,Goldwater,Representative
Ella,Grasso,Representative
Mike,Gravel,Senator
Edith,Green,Representative
William,Green,Representative
Robert,Griffin,Senator
Martha,Griffiths,Representative
Wayne,Grisham,Representative
H.,Gross,Representative
James,Grover,Representative
Charles,Gubser,Representative
Gilbert,Gude,Representative
V.,Gudger,Representative
Bill,Gunter,Representative
Edward,Gurney,Senator
Tennyson,Guyer,Representative
Thomas,Hagedorn,Representative
James,Haley,Representative
Tim,Hall,Representative
James,Hanley,Representative
Richard,Hanna,Representative
Mark,Hannaford,Representative
Robert,Hanrahan,Representative
Clifford,Hansen,Senator
Julia,Hansen,Representative
Orval,Hansen,Representative
Michael,Harrington,Representative
Herbert,Harris,Representative
William,Harsha,Representative
Philip,Hart,Senator
Vance,Hartke,Senator
James,Harvey,Representative
Floyd,Haskell,Senator
James,Hastings,Representative
Paul,Hatfield,Senator
William,Hathaway,Senator
Samuel,Hayakawa,Senator
Philip,Hayes,Representative
Wayne,Hays,Representative
F.,Hebert,Representative
Ken,Hechler,Representative
Margaret,Heckler,Representative
Henry,Helstoski,Representative
David,Henderson,Representative
Floyd,Hicks,Representative
Andrew,Hinshaw,Representative
Jon,Hinson,Representative
Kaneaster,Hodges,Senator
Lawrence,Hogan,Representative
Chet,Holifield,Representative
Kenneth,Holland,Representative
Harold,Hollenbeck,Representative
Elizabeth,Holtzman,Representative
Craig,Hosmer,Representative
Allan,Howe,Representative
Roman,Hruska,Senator
Robert,Huber,Representative
William,Hudnut,Representative
Harold,Hughes,Senator
Hubert,Humphrey,Senator
Muriel,Humphrey,Senator
William,Hungate,Representative
John,Hunt,Representative
Edward,Hutchinson,Representative
John,Hutchinson,Representative
Richard,Ichord,Representative
John,Jarman,Representative
Jacob,Javits,Senator
Jim,Jeffries,Representative
John,Jenrette,Representative
Albert,Johnson,Representative
Harold,Johnson,Representative
James,Johnson,Representative
Eugene,Johnston,Representative
Robert,Jones,Representative
Barbara,Jordan,Representative
Joseph,Karth,Representative
William,Keating,Representative
Richard,Kelly,Representative
William,Ketchum,Representative
Martha,Keys,Representative
Carleton,King,Representative
John,Kluczynski,Representative
Edward,Koch,Representative
John,Krebs,Representative
Dan,Kuykendall,Representative
Peter,Kyros,Representative
Earl,Landgrebe,Representative
Phil,Landrum,Representative
